Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
16;S You, H Wang, M Zhang, H Song, X Xu, ...;assessment of monthly economic losses in wuhan under the lockdown against covid-19;2020;Humanities and Social …;nature.com;https://www.nature.com/articles/s41599-020-00545-4;https://scholar.google.com/scholar?cites=12124338939062121560&as_sdt=2005&sciodt=2007&hl=en;12;16.12.2021 01:42;HTML;;;;;;;;16;1600;3;6;1;With the outbreak of COVID-19 in Wuhan, aggressive countermeasures have been taken, including the implementation of the unprecedented lockdown of the city, which will necessarily cause huge economic losses for the city of Wuhan. In this paper, we attempt to …;https://www.nature.com/articles/s41599-020-00545-4;https://scholar.google.com/scholar?q=related:WPQ7DwdOQqgJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
16;I Politis, G Georgiadis, E Papadopoulos, ...;covid-19 lockdown measures and travel behavior the case of thessaloniki greece;2021;Transportation Research …;Elsevier;https://www.sciencedirect.com/science/article/pii/S259019822100052X;https://scholar.google.com/scholar?cites=11240805086576712208&as_sdt=2005&sciodt=2007&hl=en;6;16.12.2021 01:40;HTML;;;;;;;;16;1600;4;4;1;In this paper, we investigate the travel behavior changes in Thessaloniki, Greece aiming to understand them and explore the factors that affect them under the COVID-19 mobility restriction measures. Socioeconomic and mobility data from two questionnaire surveys, one …;https://www.sciencedirect.com/science/article/pii/S259019822100052X;https://scholar.google.com/scholar?q=related:EBrPfqtc_5sJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
14;OV Liulov, YO Us, TV Pimonenko, OS Kvilinskyi, ...;the link between economic growth and tourism covid-19 impact;2020;;essuir.sumdu.edu.ua;https://essuir.sumdu.edu.ua/handle/123456789/83836;https://scholar.google.com/scholar?cites=268854076383898495&as_sdt=2005&sciodt=2007&hl=en;4;16.12.2021 01:42;;;;;;;;;14;1400;3;5;1;This paper deals with the investigation of the relationship between tourism and economic growth. The research theoretically proved modern tourism was a widespread dynamic industry with high impact on economic development, damaged by COVID-19 crisis. This …;https://essuir.sumdu.edu.ua/bitstream/123456789/83836/1/Liulov_pandemic.pdf;https://scholar.google.com/scholar?q=related:fytHp1spuwMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
13;TR Bolaño-Ortiz, SE Puliafito, LL Berná-Peña, ...;atmospheric emission changes and their economic impacts during the covid-19 pandemic lockdown in argentina;2020;Sustainability;mdpi.com;https://www.mdpi.com/862476;https://scholar.google.com/scholar?cites=2748177247511915599&as_sdt=2005&sciodt=2007&hl=en;17;16.12.2021 01:42;;;;;;;;;13;1300;3;4;1;This work studied the emission changes and their economic effects during the Argentina's COVID-19 pandemic lockdown. We have analyzed the atmospheric emissions of the main greenhouse gases (GHG: CO 2, CH 4, and N 2 O) and other pollutants (NOx, CO, NMVOC …;https://www.mdpi.com/2071-1050/12/20/8661/pdf;https://scholar.google.com/scholar?q=related:TyzCaaV8IyYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
12;UNCTAD;covid-19 and tourism assessing the economic consequences;2020;;UNCTAD Geneva;;https://scholar.google.com/scholar?cites=13826629795531782688&as_sdt=2005&sciodt=2007&hl=en;81;16.12.2021 01:42;CITATION;;;;;;;;12;1200;12;1;1;;;https://scholar.google.com/scholar?q=related:IPqA24oO4r8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
12;V Fialova, I Vasenska;implications of the covid-19 crisis for the sharing economy in tourism the case of airbnb in the czech republic;2020;Ekonomickomanazerske spektrum;ems.uniza.sk;https://ems.uniza.sk/wp-content/uploads/2020/12/EMS_2_2020_07_Fialova_Vasenska.pdf;https://scholar.google.com/scholar?cites=9401464386272785867&as_sdt=2005&sciodt=2007&hl=en;9;16.12.2021 01:34;PDF;;;;;;;;12;1200;6;2;1;The concept of the sharing economy is spreading all over the world. From car rides to home sharing to tool rentals, the sharing economy offers all this and much more. Its business models are mediated through digital platforms that allow for a more accurate real-time …;https://ems.uniza.sk/wp-content/uploads/2020/12/EMS_2_2020_07_Fialova_Vasenska.pdf;https://scholar.google.com/scholar?q=related:y3VGWAy2eIIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
12;D Jarratt;an exploration of webcam-travel connecting to place and nature through webcams during the covid-19 lockdown of 2020;2021;Tourism and Hospitality Research;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/1467358420963370;https://scholar.google.com/scholar?cites=12198121953764708252&as_sdt=2005&sciodt=2007&hl=en;4;16.12.2021 01:40;;10.1177/1467358420963370;;;;;;;12;1200;12;1;1;During the COVID-19 pandemic and subsequent lockdown of 2020, freedom to travel was restricted but there was a remarkable increase in webcam-travel, which can be defined as visiting place-based webcams online. Media commentators suggested that this technology …;https://journals.sagepub.com/doi/pdf/10.1177/1467358420963370;https://scholar.google.com/scholar?q=related:nA8K3UlvSKkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
11;A Akim, F Ayivodji;interaction effect of lockdown with economic and fiscal measures against covid-19 on social-distancing compliance evidence from africa;2020;Available at SSRN 3621693;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3621693;https://scholar.google.com/scholar?cites=14547474424475902671&as_sdt=2005&sciodt=2007&hl=en;18;16.12.2021 01:42;;;;;;;;;11;1100;6;2;1;The objective of this paper is to assess the impact of lockdown on human mobility based on a sample of Africa countries. Using a difference-in-difference (DiD) approach we find that lockdown causes a sharp decline in people's movement suggesting high compliance with …;https://www.researchgate.net/profile/Firmin-Ayivodji/publication/342063361_Interaction_Effect_of_Lockdown_with_Economic_and_Fiscal_Measures_against_COVID-19_on_Social-Distancing_Compliance_Evidence_from_Africa/links/5efe6248299bf18816fcccc4/Interaction-Effect-of-Lockdown-with-Economic-and-Fiscal-Measures-against-COVID-19-on-Social-Distancing-Compliance-Evidence-from-Africa.pdf;https://scholar.google.com/scholar?q=related:z2L3yekC48kJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
11;L Bellomarini, M Benedetti, A Gentili, ...;covid-19 and company knowledge graphs assessing golden powers and economic impact of selective lockdown via ai reasoning;2020;arXiv preprint arXiv …;arxiv.org;https://arxiv.org/abs/2004.10119;https://scholar.google.com/scholar?cites=5096632892351354024&as_sdt=2005&sciodt=2007&hl=en;26;16.12.2021 01:42;;;;;;;;;11;1100;3;4;1;In the COVID-19 outbreak, governments have applied progressive restrictions to production activities, permitting only those that are considered strategic or that provide essential services. This is particularly apparent in countries that have been stricken hard by the virus …;https://arxiv.org/pdf/2004.10119;https://scholar.google.com/scholar?q=related:qJQsy5zgukYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
10;D Bienvenido-Huertas; benefits and economic aids to pay electricity bills remove the energy poverty risk of spanish family units during lockdown a study of covid-19-induced lockdown;2021;Energy Policy;Elsevier;https://www.sciencedirect.com/science/article/pii/S0301421520308284;https://scholar.google.com/scholar?cites=2233846951638633824&as_sdt=2005&sciodt=2007&hl=en;20;16.12.2021 01:42;;;;;;;;;10;1000;10;1;1;The COVID-19 pandemic has triggered serious economic crises in many countries. In Spain, millions of individuals have been ordered to remain at home and many are unemployed. The increased use of electrical appliances and low incomes make energy poverty highly …;;https://scholar.google.com/scholar?q=related:YI0Ck_c3AB8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
9;N Shah, M Karguppikar, S Bhor, D Ladkat, ...;impact of lockdown for covid-19 pandemic in indian children and youth with type 1 diabetes from different socio-economic classes;2021;Journal of Pediatric …;degruyter.com;https://www.degruyter.com/document/doi/10.1515/jpem-2020-0460/html;https://scholar.google.com/scholar?cites=790861552148663797&as_sdt=2005&sciodt=2007&hl=en;15;16.12.2021 01:42;;10.1515/jpem-2020-0460;;;;;;;9;900;2;5;1;Abstract Objectives In March 2020, lockdown was imposed in India to combat spread of Coronavirus, which was extended till 31st May. Implementation of lockdown and limited outdoor activities resulted in changes in routines of children with diabetes. The aim of this …;;https://scholar.google.com/scholar?q=related:9c1VOmS0-QoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
9;B Janzen, D Radulescu;electricity use as a real-time indicator of the economic burden of the covid-19-related lockdown evidence from switzerland;2020;CESifo Economic Studies;academic.oup.com;https://academic.oup.com/cesifo/article-abstract/66/4/303/5955860;https://scholar.google.com/scholar?cites=13646397637511927039&as_sdt=2005&sciodt=2007&hl=en;22;16.12.2021 01:42;;;;;;;;;9;900;5;2;1;We employ hourly electricity load data for Switzerland as a real-time indicator of the economic effects of the lockdown following the spread of SARS-CoV-2. Our findings reveal that following the drastic lockdown, overall electricity use decreased by 4.6%, with a …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7797724/;https://scholar.google.com/scholar?q=related:_9Sgf1m-Yb0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
9;C Breisinger, AA Latif, M Raouf, M Wiebelt;economic impact of covid-19 on tourism and remittances insights from egypt;2020;IFPRI book chapters;ideas.repec.org;https://ideas.repec.org/h/fpr/ifpric/133827.html;https://scholar.google.com/scholar?cites=12419562233625386403&as_sdt=2005&sciodt=2007&hl=en;10;16.12.2021 01:42;;;;;;;;;9;900;2;4;1;Using the SAM multiplier model for Egypt, we simulate the individual and combined effects of a collapse in the tourism sector and reductions in Suez Canal revenues and in foreign remittances under more and less pessimistic scenarios. SAM multiplier models are well …;;https://scholar.google.com/scholar?q=related:ox0ZwQwmW6wJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
9;O Bahar, N Çelik Ýlal;the economic effects of coronavirus covid-19 in the tourism industry;2020;International Journal of Social Sciences and Education …;;;https://scholar.google.com/scholar?cites=5857978995929870062&as_sdt=2005&sciodt=2007&hl=en;74;16.12.2021 01:42;CITATION;;;;;;;;9;900;5;2;1;;;https://scholar.google.com/scholar?q=related:7m4ZIty4S1EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
9;UNWTO;supporting jobs and economies through travel  tourism–a call for action to mitigate the socio-economic impact of covid-19 and accelerate recovery;2020;;;;https://scholar.google.com/scholar?cites=35142528967463148&as_sdt=2005&sciodt=2007&hl=en;76;16.12.2021 01:42;CITATION;;;;;;;;9;900;9;1;1;;;https://scholar.google.com/scholar?q=related:7FCdo_HZfAAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
8;R Sucheran;preliminary economic impacts of the covid-19 pandemic on the hotel sector in south africa;2021;African Journal of Hospitality, Tourism and …;openscholar.dut.ac.za;https://openscholar.dut.ac.za/handle/10321/3716;https://scholar.google.com/scholar?cites=8114788259687231120&as_sdt=2005&sciodt=2007&hl=en;2;16.12.2021 01:45;;;;;;;;;8;800;8;1;1;Emerging infectious diseases and pandemics place a substantial burden on global economies and public health. The hospitality industry and global health pandemics are fundamentally linked, and the sector is highly vulnerable to pandemics. The COVID-19 …;https://openscholar.dut.ac.za/bitstream/10321/3716/3/SucheranR_Feb2021.pdf;https://scholar.google.com/scholar?q=related:kO4qnu2EnXAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hotel+intitle:economic&hl=en&as_sdt=2007
8;Q Grafton, T Kompas, J Parslow, K Glass, E Banks, ...;health and economic effects of covid-19 control in australia modelling and quantifying the payoffs of hard versus soft lockdown;2020;medRxiv;medrxiv.org;https://www.medrxiv.org/content/10.1101/2020.08.31.20185587v1.abstract;https://scholar.google.com/scholar?cites=3129058955147265324&as_sdt=2005&sciodt=2007&hl=en;34;16.12.2021 01:42;;10.1101/2020.08.31.20185587v1.abstract;;;;;;;8;800;1;6;1;Objective (s): Australia requires high quality evidence to optimise likely health and economy outcomes to effectively manage the current resurgence of COVID-19. We hypothesise that the most stringent social distancing (SD) measures (100% of level in Australia in April 2020) …;https://www.medrxiv.org/content/medrxiv/early/2020/09/02/2020.08.31.20185587.full.pdf;https://scholar.google.com/scholar?q=related:LMXOjoqmbCsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
8;J Chag, S Chaudhury, D Saldanha;economic and psychological impact of covid-19 lockdown strategies to combat the crisis;2020;Industrial Psychiatry Journal;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8188913/;https://scholar.google.com/scholar?cites=12171476696669980210&as_sdt=2005&sciodt=2007&hl=en;50;16.12.2021 01:42;HTML;;;;;;;;8;800;3;3;1;The economic impact of the COVID-19 pandemic on India has been devastating. India's growth forecast for the fiscal year 2021 by World Bank, International Monetary Fund (IMF) and various credit rating agencies have touched rock bottom. These are likely to be the …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8188913/;https://scholar.google.com/scholar?q=related:Mob1gJHF6agJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
8;A Kumar;covid-19 crisis understanding the state of economy during and after the lockdown;2020;Economic and Political Weekly;;;https://scholar.google.com/scholar?cites=1656642076709752125&as_sdt=2005&sciodt=2007&hl=en;59;16.12.2021 01:40;CITATION;;;;;;;;8;800;8;1;1;;;https://scholar.google.com/scholar?q=related:PQ1ABjGT_RYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
7;IA Kira, HAM Shuwiekh, JS Ashby, KG Rice, ...;measuring covid-19 stressors and their impact the second-order factor model and its four first-order factors infection fears economic grief and lockdown ;2021;Journal of Loss and …;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/15325024.2021.1920270;https://scholar.google.com/scholar?cites=15447052617339306768&as_sdt=2005&sciodt=2007&hl=en;14;16.12.2021 01:42;;10.1080/15325024.2021.1920270;;;;;;;7;700;1;5;1;The current research aims to test the new measurement model of COVID-19 stressors which includes four stressor types: infection fears, lockdown, economic, and grief in one second-order factor. Using a sample of 2732 from 11 Arab countries and measures for COVID-19 …;;https://scholar.google.com/scholar?q=related:EANHc4P0XtYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
7;O Karin, YM Bar-On, T Milo, I Katzir, A Mayo, Y Korem, ...;adaptive cyclic exit strategies from lockdown to suppress covid-19 and allow economic activity medrxiv 2020;2020;Available at doi. org/10.1101 …;;;https://scholar.google.com/scholar?cites=713847683197759602&as_sdt=2005&sciodt=2007&hl=en;104;16.12.2021 01:42;CITATION;;;;;;;;7;700;1;7;1;;;https://scholar.google.com/scholar?q=related:cvC8jK8Y6AkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
