Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028
SWZ;Swaziland;24648;Travel and Tourism direct contribution to GDP;Percentage share of total GDP;161.453;111.256;144.544;249.785;11.977;23.272;248.741;341.356;290.355;289.551;228.078;24.911;180.694;215.781;171.046;165.684;142.972;243.521;30.046;32.679;314.161;32.376;326.297;33.399;336.458;346.027;343.647;347.673;348.118;347.537;346.059;342.047;341.423;339.955
SWZ;Swaziland;24649;Travel and Tourism direct contribution to GDP;US$ in bn (Nominal prices);0.03;0.02;0.02;0.04;0.02;0.04;0.04;0.05;0.06;0.08;0.07;0.08;0.06;0.07;0.06;0.07;0.07;0.117068;0.137479;0.146607;0.129988;0.120678;0.142657;0.144876;0.149247;0.158105;0.162895;0.172345;0.181092;0.189897;0.198584;0.206144;0.216705;0.227066
SWZ;Swaziland;24650;Travel and Tourism direct contribution to GDP;US$ in bn (Real prices);0.04;0.03;0.03;0.06;0.03;0.06;0.07;0.09;0.08;0.09;0.07;0.08;0.06;0.08;0.06;0.06;0.05;0.1;0.126631;0.143576;0.140048;0.141125;0.142657;0.145144;0.146509;0.152033;0.153252;0.158365;0.162516;0.166447;0.170098;0.172789;0.177863;0.182612
SWZ;Swaziland;24651;Travel and Tourism direct contribution to GDP;% growth;-550.223;-284.435;339.513;773.094;-506.358;97.726;801.137;432.448;-116.403;333.699;-165.051;157.657;-242.468;203.993;-194.913;0.539993;-117.688;783.939;318.423;133.813;-245.695;0.768532;108.603;174.345;0.940468;376.974;0.801872;333.652;262.115;241.869;219.377;158.225;293.628;267.014
SWZ;Swaziland;24652;Domestic Tourism Spending;Local currency  _in bn (Nominal prices);0.112813;0.13608;0.167423;0.283933;0.256226;0.370529;0.470414;0.463193;0.358019;0.449553;0.547464;0.64978;0.88422;107.097;0.984718;110.146;119.708;192.608;267.004;300.484;328.178;355.282;379.181;405.848;440.089;486.112;520.906;570.538;617.762;666.342;71.596;768.321;830.527;893.702
SWZ;Swaziland;24653;Domestic Tourism Spending;Local currency in bn (Real prices);0.553222;0.619712;0.684764;108.123;0.925989;106.833;124.499;112.554;0.820683;0.992099;113.383;129.346;16.761;183.843;153.992;166.912;172.205;25.736;340.587;362.554;370.535;377.665;379.181;382.515;391.308;408.073;413.074;42.767;438.346;448.083;456.869;465.959;479.015;490.486
SWZ;Swaziland;24654;Domestic Tourism Spending;% share;176.446;192.166;204.274;318.155;263.486;302.025;348.848;302.081;209.675;244.366;264.318;285.273;354.842;385.986;31.663;330.906;334.545;480.971;597.284;609.932;61.391;639.266;640.013;649.491;663.248;685.759;683.951;693.431;693.443;690.887;686.293;680.956;678.767;673.943
SWZ;Swaziland;24655;Domestic Tourism Spending;US$ in bn (Nominal prices);0.03;0.03;0.04;0.05;0.04;0.05;0.05;0.04;0.05;0.07;0.09;0.1;0.125504;0.129638;0.116209;0.150448;0.164862;0.234602;0.276543;0.276876;0.257214;0.24153;0.283587;0.285552;0.298125;0.317385;0.328376;0.348086;0.365309;0.382331;0.398911;0.415757;0.436486;0.456129
SWZ;Swaziland;24656;Domestic Tourism Spending;US$ in bn (Real prices);0.04;0.05;0.05;0.08;0.07;0.08;0.09;0.08;0.06;0.07;0.08;0.1;0.125354;0.137494;0.115169;0.124832;0.128791;0.192478;0.254722;0.271151;0.27712;0.282452;0.283587;0.28608;0.292657;0.305194;0.308935;0.319851;0.327836;0.335118;0.341689;0.348487;0.358252;0.366831
SWZ;Swaziland;24657;Domestic Tourism Spending;% growth;432.706;13.094;959.915;598.048;-147.395;166.444;167.212;-961.319;-278.966;207.689;146.533;14.395;299.041;967.058;-166.849;847.367;337.177;505.771;326.983;64.537;212.576;181.961;0.41716;0.872185;232.234;432.449;123.242;35.557;249.174;221.191;194.763;197.461;279.306;238.046
SWZ;Swaziland;24658;Government spending on travel and Tourism service;Local currency  _in bn (Nominal prices);0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.04;0.04;0.05;0.05;0.05;0.06;0.06;0.07;0.07;0.08;0.08;0.09;0.1;0.107797;0.117229
SWZ;Swaziland;24659;Government spending on travel and Tourism service;Local currency in bn (Real prices);0.02;0.02;0.02;0.03;0.03;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.06
SWZ;Swaziland;24660;Government spending on travel and Tourism service;US$ in bn (Nominal prices);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01
SWZ;Swaziland;24661;Government spending on travel and Tourism service;US$ in bn (Real prices);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SWZ;Swaziland;24662;Government spending on travel and Tourism service;% growth;18.716;-166.344;429.581;504.243;174.894;-295.874;569.116;-839.425;246.616;252.435;122.325;134.453;149.474;104.164;662.032;505.098;-509.047;-110.804;775.964;611.852;858.815;102.183;-0.745916;140.517;0.565434;125.579;0.706458;180.714;285.513;295.413;299.902;314.392;348.781;348.269
SWZ;Swaziland;24663;Government spending on travel and Tourism service;% share of total tourism expenditure;339.445;290.052;294.614;292.716;291.332;289.339;285.311;28.165;29.297;297.034;29.922;297.035;296.139;297.173;298.229;299.286;300.348;301.414;302.486;303.561;304.639;305.722;306.808;307.898;308.992;310.091;311.194;312.301;313.411;314.526;315.645;316.768;317.894;319.025
SWZ;Swaziland;24664;Internal Travel and Tourism consumption;Local currency  _in bn (Nominal prices);0.303961;0.305474;0.35681;0.554819;0.344813;0.527369;0.652929;0.92277;0.870909;0.922403;102.251;114.139;108.854;121.967;122.537;133.647;123.557;208.125;268.935;311.987;338.768;365.726;390.165;418.301;454.045;501.433;537.554;588.534;637.374;687.525;73.893;793.419;857.783;923.445
SWZ;Swaziland;24665;Internal Travel and Tourism consumption;Local currency in bn (Real prices);149.059;139.114;145.936;211.277;124.614;152.054;172.803;224.229;199.638;203.561;211.767;227.208;206.339;209.369;191.625;202.525;177.741;278.094;34.305;376.434;382.492;388.766;390.165;394.252;403.718;420.933;426.276;44.116;452.262;462.327;471.527;48.118;494.735;50.681
SWZ;Swaziland;24666;Internal Travel and Tourism consumption;% share;28.389;245.422;256.061;344.435;201.151;239.593;264.152;327.997;281.711;293.635;293.646;302.098;2.654;266.217;242.457;257.715;222.772;339.956;398.783;416.631;431.583;431.567;430.015;432.051;436.857;445.833;446.662;453.005;453.991;453.683;452.157;450.408;449.645;447.868
SWZ;Swaziland;24667;Internal Travel and Tourism consumption;US$ in bn (Nominal prices);0.08;0.07;0.08;0.10036;0.06;0.08;0.08;0.09;0.115127;0.142794;0.160788;0.168557;0.154504;0.147638;0.144609;0.182548;0.170162;0.253502;0.278543;0.287476;0.265514;0.24863;0.291802;0.294313;0.307579;0.327388;0.33887;0.359065;0.376907;0.394485;0.411709;0.429338;0.450811;0.471309
SWZ;Swaziland;24668;Internal Travel and Tourism consumption;US$ in bn (Real prices);0.11148;0.104042;0.109145;0.158012;0.09;0.11372;0.129238;0.167699;0.149307;0.152242;0.158379;0.169927;0.15432;0.156585;0.143315;0.151467;0.132931;0.207984;0.256564;0.281532;0.286063;0.290755;0.291802;0.294858;0.301937;0.314813;0.318808;0.32994;0.338243;0.345771;0.352651;0.359871;0.370009;0.379039
SWZ;Swaziland;24669;Internal Travel and Tourism consumption;% growth;134.374;-667.185;490.415;447.733;-410.186;220.201;136.456;297.598;-10.967;196.526;403.134;729.133;-918.479;146.821;-847.464;56.877;-122.374;564.602;233.576;973.154;160.934;164.044;0.359821;104.737;240.101;426.425;126.923;349.158;251.663;222.549;198.989;204.717;281.713;244.058
SWZ;Swaziland;24670;Capital investment in Travel and Tourism;Local currency  _in bn (Nominal prices);0.08;0.07;0.08;0.119411;0.105694;0.203615;0.14825;0.188785;0.167105;0.203545;0.221114;0.226508;0.245531;0.247176;0.278275;0.177979;0.118865;0.143346;0.149653;0.152263;0.140723;0.140396;0.148756;0.164057;0.192671;0.226068;0.262974;0.297244;0.327819;0.360071;0.391097;0.422508;0.455616;0.488337
SWZ;Swaziland;24671;Capital investment in Travel and Tourism;Local currency in bn (Real prices);0.380638;0.319143;0.343009;0.45472;0.381974;0.587073;0.392356;0.458738;0.383054;0.449194;0.45794;0.450891;0.465421;0.424302;0.435172;0.269704;0.170991;0.191537;0.190896;0.183715;0.158885;0.149241;0.148756;0.154625;0.171315;0.189775;0.208536;0.222811;0.232611;0.24213;0.249567;0.256236;0.262781;0.268012
SWZ;Swaziland;24672;Capital investment in Travel and Tourism;% exports;786.102;597.096;615.748;71.701;670.179;716.935;471.094;583.896;52.099;587.075;630.362;616.779;626.131;578.476;596.196;378.095;263.276;304.002;276.911;253.573;236.202;228.629;228.146;236.485;260.163;283.771;305.291;318.918;324.318;327.949;328.208;327.354;325.544;321.999
SWZ;Swaziland;24673;Capital investment in Travel and Tourism;US$ in bn (Nominal prices);0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
SWZ;Swaziland;24674;Capital investment in Travel and Tourism;US$ in bn (Real prices);0.03;0.02;0.03;0.03;0.03;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
SWZ;Swaziland;24675;Capital investment in Travel and Tourism;% growth;-292.839;-161.558;747.813;325.678;-159.981;536.947;-331.675;169.189;-164.984;172.666;194.706;-153.932;322.243;-883.465;256.169;-380.236;-366.003;120.159;-0.335026;-37.614;-135.154;-606.983;-0.325227;39.453;107.937;107.757;988.597;684.533;439.813;409.254;307.138;2.672;255.448;199.045
SWZ;Swaziland;24676;Leisure Tourism Spending;Local currency  _in bn (Nominal prices);0.1;0.07;0.08;0.147856;0.08;0.134707;0.144129;0.317386;0.355332;0.376286;0.374792;0.412862;0.224224;0.239096;0.261822;0.311327;0.309855;0.410699;0.397753;0.469331;0.494276;0.557488;0.601971;0.642689;0.694448;0.75363;0.815217;0.881547;0.950778;102.154;109.861;118.265;127.724;137.705
SWZ;Swaziland;24677;Leisure Tourism Spending;Local currency in bn (Real prices);0.471568;0.30612;0.33769;0.56304;0.301521;0.388394;0.381448;0.771233;0.814524;0.830408;0.776216;0.821849;0.425032;0.410433;0.409442;0.471776;0.445737;0.548771;0.507368;0.566279;0.558072;0.592609;0.601971;0.605739;0.617473;0.632643;0.646461;0.6608;0.674644;0.686938;0.701048;0.717233;0.736662;0.75576
SWZ;Swaziland;24678;Leisure Tourism Spending;% share;0.489105;0.231477;0.310847;0.636046;0.265302;0.566972;0.521771;114.764;115.315;114.261;0.806427;0.870558;0.344192;0.386599;0.331853;0.353589;0.32834;0.44803;0.409331;0.454736;0.420502;0.451194;0.461246;0.469818;0.471731;0.477245;0.478865;0.478683;0.477012;0.47387;0.47176;0.46714;0.465473;0.463789
SWZ;Swaziland;24679;Leisure Tourism Spending;US$ in bn (Nominal prices);0.03;0.02;0.02;0.03;0.01;0.02;0.02;0.03;0.05;0.06;0.06;0.06;0.03;0.03;0.03;0.04;0.04;0.05;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.07;0.07
SWZ;Swaziland;24680;Leisure Tourism Spending;US$ in bn (Real prices);0.04;0.02;0.03;0.04;0.02;0.03;0.03;0.06;0.06;0.06;0.06;0.06;0.03;0.03;0.03;0.04;0.03;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.06
SWZ;Swaziland;24681;Leisure Tourism Spending;% growth;492.389;-350.846;103.129;667.327;-464.476;288.116;-17.883;102.186;561.316;195.018;-652.599;587.888;-482.834;-343.487;-0.241562;152.242;-551.927;231.154;-754.477;116.112;-144.944;618.876;157.979;0.625885;193.723;245.673;218.409;221.809;209.512;182.228;205.398;230.876;270.877;259.262
SWZ;Swaziland;24682;Outbound Travel & Tourism Expenditure;Local currency  _in bn (Nominal prices);0.155077;0.179433;0.175214;0.314039;0.205972;0.210921;0.250985;0.269119;0.164828;0.295705;0.351494;0.316749;0.408425;0.453312;0.771562;0.568572;0.209015;0.320027;0.437154;0.623713;0.761324;0.441066;0.464261;0.514935;0.562301;0.617123;0.675169;0.734298;0.801688;0.869892;0.94261;101.154;107.834;115.229
SWZ;Swaziland;24683;Outbound Travel & Tourism Expenditure;Local currency in bn (Real prices);0.760481;0.817142;0.716629;119.587;0.744373;0.608139;0.664253;0.653946;0.377834;0.652578;0.727965;0.630525;0.774198;0.778157;120.658;0.861596;0.300676;0.427617;0.557627;0.752552;0.859587;0.468853;0.464261;0.48533;0.499974;0.518051;0.535404;0.550423;0.568855;0.584961;0.601499;0.613462;0.621944;0.632404
SWZ;Swaziland;24684;Outbound Travel & Tourism Expenditure;US$ in bn (Nominal prices);0.04;0.04;0.04;0.06;0.03;0.03;0.03;0.03;0.02;0.05;0.06;0.05;0.06;0.05;0.09;0.08;0.03;0.04;0.05;0.06;0.06;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.06;0.06
SWZ;Swaziland;24685;Outbound Travel & Tourism Expenditure;US$ in bn (Real prices);0.06;0.06;0.05;0.09;0.06;0.05;0.05;0.05;0.03;0.05;0.05;0.05;0.06;0.06;0.09;0.06;0.02;0.03;0.04;0.06;0.06;0.04;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05
SWZ;Swaziland;24686;Outbound Travel & Tourism Expenditure;Percentage share of total GDP;251.651;260.397;221.494;360.236;217.803;174.863;189.004;178.264;0.991492;165.257;173.915;14.212;167.093;166.578;25.431;17.496;0.59715;0.810857;0.989532;128.104;144.213;0.804444;0.794183;0.835235;0.85872;0.881831;0.8979;0.903748;0.911321;0.913464;0.91522;0.908229;0.892888;0.880492
SWZ;Swaziland;24687;Outbound Travel & Tourism Expenditure;% growth;-277.504;745.074;-123.006;668.746;-377.548;-183.019;922.725;-155.169;-422.224;727.152;115.522;-133.852;227.862;0.511398;550.564;-28.592;-651.024;422.186;304.033;349.563;142.229;-45.456;-0.979301;453.809;30.173;361.559;334.962;280.522;334.871;283.122;282.735;198.879;138.274;168.178
SWZ;Swaziland;24688;Travel and Tourism total contribution to employment;% share of total employment;265.059;191.414;247.911;38.451;237.911;485.585;459.359;678.524;57.766;613.445;427.597;468.962;347.284;468.106;392.945;340.452;282.829;442.214;543.224;572.795;552.519;565.537;568.178;580.793;584.389;599.724;59.782;605.303;607.117;607.319;605.875;601.406;60.098;599.305
SWZ;Swaziland;24689;Travel and Tourism total contribution to employment;Thousands of jobs;518.331;384.488;509.069;808.617;518.061;108.164;103.376;158.502;13.482;143.085;999.063;11.039;823.051;114.498;995.344;892.695;768.836;124.537;158.617;173.341;174.898;185.653;18.955;19.665;200.951;209.553;212.453;218.946;223.541;227.681;231.749;234.753;239.895;244.651
SWZ;Swaziland;24690;Travel and Tourism total contribution to employment;% growth;-278.886;-258.219;324.019;588.422;-359.324;108.786;-442.693;533.264;-14.941;613.047;-301.771;104.938;-254.418;391.143;-130.689;-103.129;-138.748;619.807;273.658;928.275;0.898018;614.944;209.927;374.556;218.718;428.054;138.383;305.612;209.886;185.189;17.866;129.623;219.046;198.263
SWZ;Swaziland;24691;Travel and Tourism total contribution to GDP;Local currency  _in bn (Nominal prices);0.185449;0.157688;0.240954;0.413925;0.259795;0.677609;0.710016;118.832;111.593;126.949;0.995199;120.158;0.975101;146.099;137.423;130.557;117.254;211.824;287.583;34.059;355.718;37.856;405.364;437.002;466.968;512.133;548.122;599.296;650.305;703.719;758.586;813.593;880.805;950.847
SWZ;Swaziland;24692;Travel and Tourism total contribution to GDP;Local currency in bn (Real prices);0.909423;0.718114;0.985506;157.624;0.938888;195.372;187.912;288.756;255.803;280.158;206.112;239.189;184.837;250.794;214.904;197.842;168.675;283.037;366.836;410.944;40.163;40.241;405.364;411.878;415.208;429.916;434.657;449.227;461.437;473.217;48.407;493.415;508.013;521.849
SWZ;Swaziland;24693;Travel and Tourism total contribution to GDP;Percentage share of total GDP;300.938;22.884;304.598;474.816;274.718;561.768;534.678;787.138;671.263;709.464;492.413;539.132;398.928;53.687;452.952;401.748;334.992;536.701;650.966;699.534;673.814;690.443;693.431;708.827;713.132;731.807;728.942;737.593;739.235;738.967;736.543;730.499;729.324;726.566
SWZ;Swaziland;24694;Travel and Tourism total contribution to GDP;US$ in bn (Nominal prices);0.05;0.04;0.05;0.07;0.04;0.1;0.08;0.112736;0.147517;0.196525;0.156494;0.177446;0.138403;0.17685;0.162176;0.178327;0.161482;0.258008;0.297857;0.313831;0.278799;0.257356;0.303168;0.307471;0.316333;0.334374;0.345533;0.365631;0.384553;0.403777;0.422661;0.440255;0.46291;0.485294
SWZ;Swaziland;24695;Travel and Tourism total contribution to GDP;US$ in bn (Real prices);0.07;0.05;0.07;0.117886;0.07;0.146117;0.140538;0.215958;0.191313;0.209528;0.154149;0.178888;0.138238;0.187567;0.160725;0.147964;0.12615;0.211681;0.274354;0.307342;0.300376;0.300959;0.303168;0.30804;0.310531;0.321531;0.325076;0.335973;0.345105;0.353915;0.362032;0.369021;0.379939;0.390287
SWZ;Swaziland;24696;Travel and Tourism total contribution to GDP;% growth;-272.147;-210.363;372.353;599.422;-404.349;108.089;-381.853;536.657;-114.121;952.112;-264.302;160.485;-227.236;356.841;-143.106;-793.954;-147.427;678.005;296.073;120.239;-22.666;0.194191;0.734093;160.694;0.808594;354.228;110.266;33.521;271.819;255.283;229.337;193.047;295.874;272.336
SWZ;Swaziland;24697;Visitor Exports (Foreign spending);Local currency  _in bn (Nominal prices);0.191148;0.169394;0.189387;0.270886;0.09;0.15684;0.182515;0.459577;0.51289;0.472849;0.475042;0.491615;0.204316;0.148702;0.240652;0.235011;0.04;0.155168;0.02;0.115038;0.105899;0.104438;0.109843;0.124526;0.139563;0.153201;0.166477;0.179955;0.196115;0.211826;0.229699;0.250981;0.272561;0.297427
SWZ;Swaziland;24698;Visitor Exports (Foreign spending);Local currency in bn (Real prices);0.937366;0.771426;0.774598;103.154;0.320151;0.45221;0.48304;111.675;117.569;104.351;0.98384;0.978615;0.387294;0.255262;0.376336;0.356128;0.06;0.207334;0.02;0.138801;0.119567;0.111018;0.109843;0.117367;0.124093;0.128606;0.132015;0.134893;0.139157;0.142442;0.146576;0.152211;0.157203;0.163235
SWZ;Swaziland;24699;Visitor Exports (Foreign spending);% exports;516.839;414.168;390.232;462.583;144.117;189.112;183.889;394.461;365.351;385.061;389.249;373.044;145.981;100.378;152.681;155.618;0.24032;0.871646;0.09;0.481935;0.415631;0.394367;0.398277;0.418084;0.438319;0.448281;0.45143;0.451606;0.454563;0.453545;0.45552;0.461048;0.46253;0.466575
SWZ;Swaziland;24700;Visitor Exports (Foreign spending);US$ in bn (Nominal prices);0.05;0.04;0.04;0.05;0.01;0.02;0.02;0.04;0.07;0.07;0.07;0.07;0.03;0.02;0.03;0.03;0.01;0.02;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02
SWZ;Swaziland;24701;Visitor Exports (Foreign spending);US$ in bn (Real prices);0.07;0.06;0.06;0.08;0.02;0.03;0.04;0.08;0.09;0.08;0.07;0.07;0.03;0.02;0.03;0.03;0;0.02;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
SWZ;Swaziland;24702;Visitor Exports (Foreign spending);% growth;192.476;-177.028;0.41114;331.711;-689.638;41.249;681.748;131.192;527.806;-112.429;-571.819;-0.531067;-604.243;-340.909;474.312;-536.954;-844.549;274.516;-881.198;463.507;-138.572;-715.036;-105.854;685.009;573.093;363.664;265.045;218.008;316.155;236.066;290.188;384.418;327.966;383.746
SYC;Seychelles;24637;Business Tourism Spending;Local currency in bn (Real prices);0.639449;0.557099;0.61409;0.646234;0.691209;0.774441;0.752651;0.735294;0.713708;0.724398;0.77102;0.94005;122.469;132.035;129.873;125.995;136.285;154.297;150.777;157.413;167.209;175.943;174.669;179.698;186.446;190.907;197.242;203.198;210.487;216.021;221.692;227.524;235.427;243.914
SYC;Seychelles;24638;Business Tourism Spending;Local currency  _in bn (Nominal prices);0.21438;0.188048;0.205335;0.219798;0.239415;0.285428;0.29065;0.294546;0.303839;0.317863;0.339868;0.420353;0.612317;0.890862;111.724;10.383;114.807;144.364;146.734;156.379;164.102;17.181;174.669;1.867;201.269;214.124;228.972;244.141;261.749;278.031;295.315;313.689;335.943;360.234
SYC;Seychelles;24639;Business Tourism Spending;% share;426.808;400.453;360.741;341.186;363.066;408.771;410.431;392.704;395.481;417.334;412.338;462.699;542.251;600.867;595.097;545.632;558.256;609.112;568.413;558.416;551.615;555.086;527.931;517.095;515.709;51.227;513.515;510.795;508.571;499.413;496.185;492.398;492.996;493.488
SYC;Seychelles;24640;Business Tourism Spending;US$ in bn (Nominal prices);0.05;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.06;0.06;0.06;0.08;0.09;0.09;0.08;0.09;0.09;0.105345;0.121687;0.122679;0.123256;0.128995;0.128342;0.135395;0.143099;0.149253;0.156623;0.164022;0.17271;0.181808;0.191061;0.200804;0.212755;0.225702
SYC;Seychelles;24641;Business Tourism Spending;US$ in bn (Real prices);0.05;0.04;0.05;0.05;0.05;0.06;0.06;0.05;0.05;0.05;0.06;0.07;0.09;0.1;0.1;0.09;0.100139;0.113373;0.110787;0.115662;0.122861;0.129278;0.128342;0.132037;0.136995;0.140273;0.144928;0.149304;0.15466;0.158726;0.162893;0.167178;0.172985;0.179221
SYC;Seychelles;24642;Business Tourism Spending;% growth;181.173;196.129;953.331;197.449;602.816;108.571;127.876;-669.234;-0.338852;130.246;15.162;234.718;209.489;942.197;-108.765;499.229;698.001;35.187;662.723;571.206;789.073;547.123;234.138;526.594;419.859;326.035;306.746;317.117;371.416;486.503;279.925;28.734;286.742;309.154
SYC;Seychelles;24643;Travel and Tourism direct contribution to employment;Thousands of jobs;572.856;524.957;517.505;506.262;565.268;654.721;672.981;668.063;64.877;658.269;70.506;857.791;109.465;126.532;122.263;109.193;114.573;131.688;12.277;110.355;114.534;114.119;122.749;118.336;115.494;115.639;117.525;118.691;120.022;120.687;120.911;121.018;122.841;124.827
SYC;Seychelles;24644;Travel and Tourism direct contribution to employment;% share of total employment;220.329;201.907;184.823;174.573;182.345;20.46;203.934;196.489;196.597;199.476;201.446;225.734;273.663;308.616;291.498;257.123;26.633;302.185;278.105;24.653;252.832;249.177;265.365;253.545;245.246;243.366;239.457;240.793;242.452;242.755;242.169;241.354;243.954;246.381
SYC;Seychelles;24645;Travel and Tourism direct contribution to employment;% growth;460.693;-836.137;-141.964;-217.243;116.552;158.249;27.889;-0.73069;-288.795;146.421;710.813;216.621;276.129;155.915;-337.424;-106.899;492.713;149.378;-67.721;-101.127;378.706;-0.361778;756.186;-359.474;-240.236;0.125572;163.093;0.992325;112.184;0.553879;0.185486;0.09;150.672;161.678
SYC;Seychelles;24646;Travel and Tourism direct contribution to GDP;Local currency  _in bn (Nominal prices);0.658222;0.618382;0.633399;0.66805;0.724398;0.865168;0.886534;0.906684;0.906793;0.939296;100.961;122.827;178.983;258.909;320.709;291.462;321.546;398.592;399.571;420.065;438.058;457.547;533.963;567.075;606.543;638.035;677.296;719.277;768.717;821.156;871.642;925.605;99.651;107.368
SYC;Seychelles;24647;Travel and Tourism direct contribution to GDP;Local currency in bn (Real prices);196.333;183.198;189.428;196.415;209.139;234.743;229.572;226.342;213.002;214.062;229.038;274.683;357.982;383.729;372.808;353.678;3.817;426.018;41.058;422.842;446.353;468.553;533.963;545.807;561.874;568.855;583.439;598.653;618.169;638.012;65.434;671.356;698.347;726.985
SYC;Seychelles;24648;Travel and Tourism direct contribution to GDP;Percentage share of total GDP;225.122;206.188;185.264;172.706;180.404;202.741;202.804;197.456;198.376;203.474;199.721;218.932;258.403;283.047;27.807;248.997;255.009;274.524;251.871;244.239;241.318;24.218;264.357;257.353;254.739;250.393;249.332;247.183;245.424;242.378;240.767;238.952;240.536;24.195
SYC;Seychelles;24649;Travel and Tourism direct contribution to GDP;US$ in bn (Nominal prices);0.138225;0.124424;0.126016;0.126953;0.13559;0.151417;0.151349;0.165452;0.167902;0.170781;0.183565;0.222526;0.267096;0.273768;0.235644;0.24152;0.259709;0.290858;0.331366;0.32954;0.329023;0.343527;0.392341;0.411244;0.431242;0.444737;0.46329;0.483234;0.507224;0.536963;0.563929;0.592513;0.631096;0.672705
SYC;Seychelles;24650;Travel and Tourism direct contribution to GDP;US$ in bn (Real prices);0.14426;0.134609;0.139187;0.14432;0.15367;0.172482;0.168683;0.166309;0.156508;0.157287;0.168291;0.20183;0.263035;0.281953;0.273929;0.259873;0.280462;0.313026;0.301683;0.310693;0.327967;0.34428;0.392341;0.401043;0.412849;0.417979;0.428695;0.439874;0.454213;0.468793;0.480791;0.493294;0.513125;0.534168
SYC;Seychelles;24651;Travel and Tourism direct contribution to GDP;% growth;0.30825;-669.028;340.099;368.813;647.846;122.422;-220.276;-140.706;-589.339;0.497643;699.594;199.291;303.253;719.232;-284.607;-513.123;792.292;116.109;-362.379;298.651;556.007;497.372;139.599;221.812;294.379;124.246;25.638;260.764;325.995;320.989;255.921;26.005;402.031;410.092
SYC;Seychelles;24652;Domestic Tourism Spending;Local currency  _in bn (Nominal prices);0.06;0.07;0.08;0.106683;0.114006;0.128446;0.142768;0.125467;0.127451;0.141979;0.164489;0.206645;0.264304;0.338922;0.474724;0.485575;0.537105;0.624676;0.659735;0.710895;0.741789;0.777822;0.819784;0.901534;0.975428;104.546;111.213;118.827;127.398;138.132;147.047;156.673;166.915;178.207
SYC;Seychelles;24653;Domestic Tourism Spending;Local currency in bn (Real prices);0.189565;0.197983;0.234671;0.313661;0.329143;0.348508;0.369704;0.313212;0.299377;0.323566;0.373157;0.462127;0.528631;0.502317;0.551842;0.589228;0.637586;0.667658;0.677914;0.715595;0.755834;0.796532;0.819783;0.867722;0.903592;0.932105;0.958013;0.988993;102.448;107.324;110.388;113.638;116.973;120.663
SYC;Seychelles;24654;Domestic Tourism Spending;% share;118.613;138.191;128.364;160.342;16.098;182.114;208.368;140.049;151.234;200.643;227.691;25.859;281.966;294.056;330.201;337.652;344.605;35.216;334.639;336.027;328.851;329.211;324.805;325.032;325.616;326.254;326.434;325.676;325.004;325.803;324.883;323.825;322.911;322.082
SYC;Seychelles;24655;Domestic Tourism Spending;US$ in bn (Nominal prices);0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.03;0.04;0.04;0.05;0.05;0.06;0.06;0.06;0.06;0.07;0.07;0.07;0.08;0.08;0.08;0.09;0.1;0.100292;0.105709;0.111654
